,0
0,-0.6057155839042269
1,1.6144995817011356
2,-0.9687526987282165
3,-1.7823837297323595
4,0.4994877657865028
5,-0.5720919773826751
6,-1.4029767742915409
7,-0.9774646449707857
8,-0.8723591869363733
9,0.13367197014346155
10,1.7083819198863528
11,0.9393909282749815
12,-0.21087283902041284
13,0.7512439975105909
14,2.312518836345589
15,-0.9235097659857145
16,-1.9300749991992863
17,-2.4600740392284535
18,1.6734779268251077
19,0.31513571153089537
20,0.4309787963919643
21,0.8908161847310139
22,0.23863403453238702
23,-1.0672696160814277
24,0.8367560161009319
25,2.5535801984774436
26,-0.09002502259275556
27,-1.4505125507562289
28,-2.4945272670002625
29,2.04288424830095
30,-1.3460638382757735
31,0.1831503545056378
32,2.308788261106054
33,-0.5040835208886022
34,1.2927311452987233
35,-2.8754856803176687
36,2.4856613056190224
37,1.36038114566061
38,-0.20554216790720167
39,1.827528875271569
40,-1.835420593521034
41,-1.8383736744675174
42,-2.119822889471682
43,1.612366664612106
44,-2.3214590188611246
45,1.9167223022034279
46,1.6099748245096737
47,-2.064334479103478
48,-1.0386834118573087
49,-1.7341482460756894
50,-0.9748150282144171
51,-0.2454230068892621
52,0.6296980961552567
53,0.48392701009743033
54,-1.751067703846824
55,-1.73574281305676
56,1.4461296883183574
57,2.2032415298737287
58,-0.8911517546845782
59,-0.1600493584449113
60,1.0777998076883037
61,1.7358425027072046
62,0.1686117732778276
63,-2.0349348953598803
64,3.353490132460218
65,-0.511397858401721
66,0.3064705872751834
67,-1.8812793323836445
68,-1.6457267235152124
69,0.031040329844299976
70,2.0041841043413564
71,-1.479630684756739
72,-0.43298193401029783
73,-0.4523982065576395
74,0.09289223158192576
75,-1.6770986953282938
76,-0.4256627168611005
77,-0.29859535677774396
78,-0.34201560285984006
79,0.4080138274988693
80,-0.11988273379214488
81,-0.31455386813983205
82,-0.6835296697443147
83,0.9612916277715632
84,1.4694781829777719
85,-0.3765449618013913
86,-3.8122412784317885
87,-0.42749475426615824
88,2.466939695945557
89,-1.7759044734766865
90,2.3628469498656863
91,0.308375203710775
92,1.3200217484040728
93,-0.5802071961898454
94,0.4492965357647147
95,0.2146651673067079
96,0.9303955951438149
97,1.6526560461527684
98,0.047244832351950344
99,-3.74247187658534
100,0.04495753408961646
101,0.45374335662763765
102,-1.4690513880223368
103,-1.4691181194013367
104,1.4552180784641144
105,-0.4375601949626095
106,0.4458186019267561
107,1.1757194374748132
108,-0.665671444462593
109,1.556649246379496
110,0.6476878708574891
111,-0.38081011370814427
112,-0.40813137491624357
113,-0.9059771453881245
114,-0.8600389877860632
115,-0.20566296166315845
116,0.6246831244968309
117,2.2999609127388037
118,-2.4431551301040835
119,0.6269567701880924
120,0.8455338154766997
121,2.2687499891639615
122,-0.5786490061545498
123,0.06484562336033886
124,0.5112934122505284
125,1.6154473947862131
126,-0.11983990236282195
127,1.554443651001209
128,-0.6401743408323305
129,-2.2347493971344194
130,-1.0540448495279604
131,2.7209393491628404
132,-0.7332132678724803
133,2.356465261645375
134,0.2073749503800567
135,1.751101205524867
136,0.7527175143090276
137,0.7851526080168815
138,1.5804827572008648
139,-1.099574490394584
140,-1.020720016275164
141,-0.9577471950778379
142,3.7430854722836435
143,-1.3515706542400339
144,2.4628373112586885
145,1.2314102569129823
146,1.07364602934817
147,1.4480541340808109
148,-0.8786366288319778
149,-1.2766176037459607
150,-1.576524671809924
151,-0.40828968211162203
152,-0.6651642419571445
153,2.0862731258382796
154,-0.31767031446294136
155,0.79257469401753
156,0.8444362075828967
157,0.0363450995586705
158,3.601498879439971
159,-1.6190246179040118
160,2.1223648037397806
161,-1.0151914747209232
162,-1.226161573597293
163,-0.4865950195986474
164,-1.597480833351841
165,0.5171143196744187
166,-0.6263436703021561
167,-0.34486196630921245
168,-0.1300182209979772
169,-1.2236565430268334
170,1.3115970515160418
171,1.0539369216483987
172,3.0320934639306674
173,0.41740575624464693
174,-0.07567307378302719
175,1.3203024097830836
176,0.8432879568470782
177,0.9755617802100599
178,0.34821615439589443
179,-1.6941039449381978
180,1.0393271728914457
181,-0.6643884735159744
182,1.2265420950772896
183,2.619272381062164
184,1.3798097773590008
185,-2.7700301366732387
186,-0.3384488634248491
187,1.1993823213962198
188,-1.463154610975335
189,-0.959018831228022
190,-0.819727212274724
191,2.0824038360370203
192,2.1255862679539086
193,-1.4405427852669448
194,-2.905722824515791
195,1.7840856567392172
196,1.543655149856094
197,1.5369080046017187
198,-2.3444278816047417
199,-3.615192514544784
200,0.9623764103767172
201,0.6353488382710603
202,-0.7051638649004623
203,-1.309346785508682
204,-0.9174010209838841
205,-1.923835630594513
206,1.0043944651445655
207,-0.8988973799537272
208,2.5851229312780606
209,2.428431618886999
210,-0.7533871943419183
211,-0.16557005405955622
212,-0.5565769594834511
213,2.644168092874754
214,1.0441470132851804
215,0.05355630218273174
216,0.522776682868315
217,-3.631156664530094
218,-0.2806571103034174
219,2.4593508341269863
220,0.6572697826592719
221,-1.5379280489437255
